Participant_ID,Capture_Time,Type_Code,,,1= your home
M60001,10/17/2019 12:15,11,,,
M60001,10/17/2019 12:17,4,,,
M60001,10/17/2019 13:37,4,,,
M60001,10/17/2019 13:49,4,,,
M60001,10/17/2019 13:50,4,,,
M60001,10/17/2019 17:19,4,,,
M60001,10/17/2019 17:36,4,,,
M60001,10/18/2019 6:57,1,,,
M60001,10/18/2019 8:30,4,,,
M60001,10/18/2019 10:29,4,,,
M60001,10/18/2019 14:54,4,,,
M60001,10/18/2019 15:26,4,,,
M60001,10/18/2019 17:02,4,,,
M60001,10/18/2019 17:03,4,,,
M60001,10/18/2019 17:53,4,,,
M60001,10/18/2019 18:12,4,,,
M60001,10/18/2019 23:31,1,,,
M60001,10/19/2019 4:33,1,,,
M60001,10/19/2019 4:36,1,,,
M60001,10/19/2019 4:37,1,,,
M60001,10/19/2019 7:04,1,,,
M60001,10/19/2019 8:50,9,,,
M60001,10/19/2019 16:31,4,,,
M60001,10/19/2019 16:42,4,,,
M60001,10/19/2019 18:29,4,,,
M60001,10/19/2019 20:17,4,,,
M60001,10/19/2019 20:19,4,,,
M60001,10/19/2019 20:20,4,,,
M60001,10/19/2019 20:21,4,,,
M60001,10/19/2019 20:23,4,,,
M60001,10/19/2019 21:37,1,,,
M60001,10/19/2019 21:42,1,,,
M60001,10/19/2019 21:55,1,,,
M60001,10/20/2019 5:37,1,,,
M60001,10/20/2019 5:40,1,,,
M60001,10/20/2019 5:56,1,,,
M60001,10/20/2019 8:13,1,,,
M60001,10/20/2019 9:04,4,,,
M60001,10/20/2019 14:22,4,,,
M60001,10/20/2019 15:49,19,,,
M60001,10/20/2019 16:00,14,,,
M60001,10/20/2019 16:01,4,,,
M60001,10/20/2019 16:02,4,,,
M60001,10/20/2019 16:04,4,,,
M60001,10/20/2019 16:06,4,,,
M60001,10/20/2019 16:12,4,,,
M60001,10/20/2019 16:14,4,,,
M60001,10/20/2019 18:01,9,,,
M60001,10/20/2019 18:06,4,,,
M60001,10/20/2019 18:07,4,,,
M60001,10/20/2019 18:08,4,,,
M60001,10/20/2019 18:09,4,,,
M60001,10/20/2019 18:17,4,,,
M60001,10/21/2019 8:23,4,,,
M60001,10/21/2019 11:41,4,,,
M60001,10/21/2019 13:00,4,,,
M60001,10/21/2019 13:16,4,,,
M60001,10/21/2019 13:41,4,,,
M60001,10/21/2019 23:33,1,,,
M60001,10/22/2019 7:03,11,,,
M60001,10/22/2019 10:34,4,,,
M60001,10/22/2019 14:26,4,,,
M60001,10/22/2019 14:27,4,,,
M60001,10/22/2019 14:30,4,,,
M60001,10/22/2019 16:42,4,,,
M60001,10/22/2019 17:59,4,,,
M60001,10/22/2019 18:00,4,,,
M60001,10/22/2019 21:12,11,,,
M60001,10/23/2019 10:08,4,,,
M60001,10/23/2019 11:59,4,,,
M60001,10/23/2019 12:02,4,,,
M60001,10/23/2019 23:37,1,,,
M60001,10/24/2019 5:30,1,,,
M60001,10/24/2019 7:55,4,,,
M60001,10/24/2019 8:01,4,,,
M60001,10/24/2019 10:33,4,,,
M60001,10/24/2019 10:37,4,,,
M60001,10/24/2019 10:38,4,,,
M60001,10/24/2019 13:17,4,,,
M60001,10/24/2019 17:52,4,,,
M60001,10/24/2019 22:41,1,,,
M60001,10/24/2019 23:18,1,,,
M60001,10/25/2019 7:46,4,,,
